,Store,Dept,Date,Weekly_Sales,IsHoliday_x,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday_y
1456,1,7,2010-04-16,19330.26,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1457,1,8,2010-04-16,32890.54,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1458,1,9,2010-04-16,28782.86,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1459,1,10,2010-04-16,32134.61,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1460,1,11,2010-04-16,19991.95,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1461,1,12,2010-04-16,11187.99,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1462,1,13,2010-04-16,36663.26,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1463,1,14,2010-04-16,12309.14,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1464,1,16,2010-04-16,59543.22,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1465,1,17,2010-04-16,7790.67,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1466,1,18,2010-04-16,584.56,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1467,1,19,2010-04-16,1483.5,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1468,1,20,2010-04-16,3284.41,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1469,1,21,2010-04-16,6907.06,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1470,1,22,2010-04-16,6788.1,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1471,1,23,2010-04-16,19811.02,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1472,1,24,2010-04-16,5536.07,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1473,1,25,2010-04-16,12360.85,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1474,1,26,2010-04-16,8671.28,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1475,1,27,2010-04-16,1021.5,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1476,1,28,2010-04-16,582.63,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1477,1,29,2010-04-16,3963.5,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1478,1,30,2010-04-16,4380.38,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1479,1,31,2010-04-16,1514.42,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1480,1,32,2010-04-16,6829.55,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1481,1,33,2010-04-16,4749.75,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1482,1,34,2010-04-16,13632.64,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1483,1,35,2010-04-16,3204.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1484,1,36,2010-04-16,1144.12,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1485,1,37,2010-04-16,2800.67,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1486,1,38,2010-04-16,77602.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1487,1,40,2010-04-16,58400.17,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1488,1,41,2010-04-16,1057.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1489,1,42,2010-04-16,8910.56,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1490,1,44,2010-04-16,4159.49,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1491,1,45,2010-04-16,9.5,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1492,1,46,2010-04-16,17394.72,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1493,1,48,2010-04-16,514.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1494,1,49,2010-04-16,9964.15,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1495,1,51,2010-04-16,18.18,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1496,1,52,2010-04-16,2426.68,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1497,1,54,2010-04-16,211.97,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1498,1,55,2010-04-16,9537.96,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1499,1,56,2010-04-16,16347.63,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1500,1,58,2010-04-16,2288.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1501,1,59,2010-04-16,1047.97,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1502,1,60,2010-04-16,888.8,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1503,1,67,2010-04-16,5562.19,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1504,1,71,2010-04-16,1901.5,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1505,1,72,2010-04-16,38711.22,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1506,1,74,2010-04-16,9855.89,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1507,1,78,2010-04-16,12.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1508,1,79,2010-04-16,32135.69,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1509,1,80,2010-04-16,15583.62,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1510,1,81,2010-04-16,28518.47,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1511,1,82,2010-04-16,16566.09,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1512,1,83,2010-04-16,5829.18,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1513,1,85,2010-04-16,4827.2,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1514,1,87,2010-04-16,31171.25,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1515,1,90,2010-04-16,73155.28,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1516,1,91,2010-04-16,63631.89,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1517,1,92,2010-04-16,128626.08,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1518,1,93,2010-04-16,67716.6,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1519,1,94,2010-04-16,67420.53,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1520,1,95,2010-04-16,126341.84,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1521,1,97,2010-04-16,33866.82,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1522,1,98,2010-04-16,10791.63,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1523,1,1,2010-04-16,17596.96,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1524,1,2,2010-04-16,45025.02,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1525,1,3,2010-04-16,9226.8,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1526,1,4,2010-04-16,34740.19,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1527,1,5,2010-04-16,11570.27,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1528,1,6,2010-04-16,5020.78,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1529,1,7,2010-04-16,19330.26,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1530,1,8,2010-04-16,32890.54,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1531,1,9,2010-04-16,28782.86,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1532,1,10,2010-04-16,32134.61,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1533,1,11,2010-04-16,19991.95,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1534,1,12,2010-04-16,11187.99,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1535,1,13,2010-04-16,36663.26,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1536,1,14,2010-04-16,12309.14,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1537,1,16,2010-04-16,59543.22,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1538,1,17,2010-04-16,7790.67,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1539,1,18,2010-04-16,584.56,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1540,1,19,2010-04-16,1483.5,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1541,1,20,2010-04-16,3284.41,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1542,1,21,2010-04-16,6907.06,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1543,1,22,2010-04-16,6788.1,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1544,1,23,2010-04-16,19811.02,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1545,1,24,2010-04-16,5536.07,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1546,1,25,2010-04-16,12360.85,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1547,1,26,2010-04-16,8671.28,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1548,1,27,2010-04-16,1021.5,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1549,1,28,2010-04-16,582.63,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1550,1,29,2010-04-16,3963.5,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1551,1,30,2010-04-16,4380.38,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1552,1,31,2010-04-16,1514.42,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1553,1,32,2010-04-16,6829.55,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1554,1,33,2010-04-16,4749.75,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1555,1,34,2010-04-16,13632.64,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1556,1,35,2010-04-16,3204.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1557,1,36,2010-04-16,1144.12,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1558,1,37,2010-04-16,2800.67,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1559,1,38,2010-04-16,77602.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1560,1,40,2010-04-16,58400.17,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1561,1,41,2010-04-16,1057.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1562,1,42,2010-04-16,8910.56,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1563,1,44,2010-04-16,4159.49,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1564,1,45,2010-04-16,9.5,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1565,1,46,2010-04-16,17394.72,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1566,1,48,2010-04-16,514.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1567,1,49,2010-04-16,9964.15,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1568,1,51,2010-04-16,18.18,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1569,1,52,2010-04-16,2426.68,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1570,1,54,2010-04-16,211.97,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1571,1,55,2010-04-16,9537.96,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1572,1,56,2010-04-16,16347.63,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1573,1,58,2010-04-16,2288.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1574,1,59,2010-04-16,1047.97,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1575,1,60,2010-04-16,888.8,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1576,1,67,2010-04-16,5562.19,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1577,1,71,2010-04-16,1901.5,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1578,1,72,2010-04-16,38711.22,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1579,1,74,2010-04-16,9855.89,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1580,1,78,2010-04-16,12.0,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1581,1,79,2010-04-16,32135.69,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1582,1,80,2010-04-16,15583.62,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1583,1,81,2010-04-16,28518.47,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1584,1,82,2010-04-16,16566.09,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1585,1,83,2010-04-16,5829.18,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1586,1,85,2010-04-16,4827.2,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1587,1,87,2010-04-16,31171.25,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1588,1,90,2010-04-16,73155.28,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1589,1,91,2010-04-16,63631.89,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1590,1,92,2010-04-16,128626.08,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1591,1,93,2010-04-16,67716.6,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1592,1,94,2010-04-16,67420.53,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1593,1,95,2010-04-16,126341.84,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1594,1,97,2010-04-16,33866.82,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1595,1,98,2010-04-16,10791.63,False,A,151315,66.32,2.8080000000000003,,,,,,210.4887,7.808,False
1596,1,1,2010-04-23,16145.35,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1597,1,2,2010-04-23,44418.11,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1598,1,3,2010-04-23,8868.93,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1599,1,4,2010-04-23,33806.71,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1600,1,5,2010-04-23,24763.98,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1601,1,6,2010-04-23,3945.19,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1602,1,7,2010-04-23,18534.4,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1603,1,8,2010-04-23,32946.13,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1604,1,9,2010-04-23,24664.06,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1605,1,10,2010-04-23,29091.15,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1606,1,11,2010-04-23,17349.9,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1607,1,12,2010-04-23,11556.42,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1608,1,13,2010-04-23,36058.1,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1609,1,14,2010-04-23,12749.37,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1610,1,16,2010-04-23,51604.72,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1611,1,17,2010-04-23,8036.98,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1612,1,18,2010-04-23,65.24,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1613,1,19,2010-04-23,1577.25,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1614,1,20,2010-04-23,3008.93,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1615,1,21,2010-04-23,7127.27,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1616,1,22,2010-04-23,5816.92,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1617,1,23,2010-04-23,19377.76,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1618,1,24,2010-04-23,5160.08,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1619,1,25,2010-04-23,11295.45,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1620,1,26,2010-04-23,7827.17,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1621,1,27,2010-04-23,1028.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1622,1,28,2010-04-23,627.02,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1623,1,29,2010-04-23,4187.11,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1624,1,30,2010-04-23,4283.99,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1625,1,31,2010-04-23,1486.42,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1626,1,32,2010-04-23,5933.18,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1627,1,33,2010-04-23,5083.75,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1628,1,34,2010-04-23,12504.5,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1629,1,35,2010-04-23,3047.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1630,1,36,2010-04-23,433.5,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1631,1,37,2010-04-23,2783.93,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1632,1,38,2010-04-23,87205.88,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1633,1,40,2010-04-23,58623.36,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1634,1,41,2010-04-23,879.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1635,1,42,2010-04-23,7670.8,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1636,1,44,2010-04-23,4486.95,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1637,1,45,2010-04-23,23.97,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1638,1,46,2010-04-23,17825.26,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1639,1,48,2010-04-23,671.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1640,1,49,2010-04-23,12738.26,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1641,1,51,2010-04-23,48.92,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1642,1,52,2010-04-23,2742.02,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1643,1,54,2010-04-23,88.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1644,1,55,2010-04-23,11082.83,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1645,1,56,2010-04-23,13262.63,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1646,1,58,2010-04-23,6634.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1647,1,59,2010-04-23,897.87,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1648,1,60,2010-04-23,704.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1649,1,67,2010-04-23,6384.8,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1650,1,71,2010-04-23,1995.5,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1651,1,72,2010-04-23,42222.53,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1652,1,74,2010-04-23,9499.39,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1653,1,79,2010-04-23,28230.72,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1654,1,80,2010-04-23,14283.64,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1655,1,81,2010-04-23,27455.91,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1656,1,82,2010-04-23,16204.99,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1657,1,83,2010-04-23,4638.15,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1658,1,85,2010-04-23,4157.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1659,1,87,2010-04-23,30756.13,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1660,1,90,2010-04-23,68521.99,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1661,1,91,2010-04-23,56051.87,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1662,1,92,2010-04-23,111703.46,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1663,1,93,2010-04-23,55781.92,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1664,1,94,2010-04-23,60764.62,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1665,1,95,2010-04-23,110204.77,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1666,1,97,2010-04-23,29464.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1667,1,98,2010-04-23,10156.01,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1668,1,1,2010-04-23,16145.35,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1669,1,2,2010-04-23,44418.11,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1670,1,3,2010-04-23,8868.93,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1671,1,4,2010-04-23,33806.71,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1672,1,5,2010-04-23,24763.98,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1673,1,6,2010-04-23,3945.19,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1674,1,7,2010-04-23,18534.4,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1675,1,8,2010-04-23,32946.13,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1676,1,9,2010-04-23,24664.06,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1677,1,10,2010-04-23,29091.15,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1678,1,11,2010-04-23,17349.9,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1679,1,12,2010-04-23,11556.42,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1680,1,13,2010-04-23,36058.1,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1681,1,14,2010-04-23,12749.37,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1682,1,16,2010-04-23,51604.72,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1683,1,17,2010-04-23,8036.98,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1684,1,18,2010-04-23,65.24,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1685,1,19,2010-04-23,1577.25,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1686,1,20,2010-04-23,3008.93,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1687,1,21,2010-04-23,7127.27,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1688,1,22,2010-04-23,5816.92,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1689,1,23,2010-04-23,19377.76,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1690,1,24,2010-04-23,5160.08,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1691,1,25,2010-04-23,11295.45,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1692,1,26,2010-04-23,7827.17,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1693,1,27,2010-04-23,1028.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1694,1,28,2010-04-23,627.02,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1695,1,29,2010-04-23,4187.11,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1696,1,30,2010-04-23,4283.99,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1697,1,31,2010-04-23,1486.42,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1698,1,32,2010-04-23,5933.18,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1699,1,33,2010-04-23,5083.75,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1700,1,34,2010-04-23,12504.5,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1701,1,35,2010-04-23,3047.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1702,1,36,2010-04-23,433.5,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1703,1,37,2010-04-23,2783.93,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1704,1,38,2010-04-23,87205.88,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1705,1,40,2010-04-23,58623.36,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1706,1,41,2010-04-23,879.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1707,1,42,2010-04-23,7670.8,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1708,1,44,2010-04-23,4486.95,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1709,1,45,2010-04-23,23.97,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1710,1,46,2010-04-23,17825.26,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1711,1,48,2010-04-23,671.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1712,1,49,2010-04-23,12738.26,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1713,1,51,2010-04-23,48.92,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1714,1,52,2010-04-23,2742.02,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1715,1,54,2010-04-23,88.0,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1716,1,55,2010-04-23,11082.83,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
1717,1,56,2010-04-23,13262.63,False,A,151315,64.84,2.795,,,,,,210.4391228,7.808,False
